r_i_docking_score,ZINC_ID
-6.3,ZINC000802200408
-6.6,ZINC000803074768
-6.5,ZINC000808456797
-6.3,ZINC000813554026
-6.7,ZINC000818544799
-6.2,ZINC000819537272
-6.0,ZINC000822090146
-5.3,ZINC000822167740
-6.1,ZINC000822471430
-6.1,ZINC000822678091
-6.4,ZINC000822748357
-6.2,ZINC000822885053
-6.2,ZINC000822890299
-6.0,ZINC000822890304
-4.8,ZINC000823005281
-6.5,ZINC000823040432
-6.0,ZINC000823078579
-6.6,ZINC000823092472
-6.7,ZINC000823103428
-6.4,ZINC000823103438
-6.5,ZINC000823104104
-6.1,ZINC000823104200
-6.6,ZINC000823104462
-6.0,ZINC000823107633
-5.8,ZINC000823145515
-6.7,ZINC000823145523
-6.2,ZINC000823294468
-6.2,ZINC000823294606
-6.5,ZINC000823294763
-6.2,ZINC000823294859
-6.4,ZINC000823294864
-6.5,ZINC000823299082
-6.2,ZINC000823337595
-5.9,ZINC000823391992
-7.1,ZINC000823498585
-6.5,ZINC000823518887
-6.5,ZINC000823519185
-6.4,ZINC000823520241
-6.2,ZINC000823521304
-6.3,ZINC000823525062
-6.0,ZINC000823525261
-6.4,ZINC000823525499
-6.3,ZINC000823530750
-6.3,ZINC000823536137
-5.9,ZINC000823536249
-6.6,ZINC000823540470
-6.4,ZINC000823540663
-6.8,ZINC000823542026
-6.8,ZINC000823542027
-6.2,ZINC000823546736
-6.5,ZINC000823547606
-6.8,ZINC000823548084
-6.3,ZINC000823548527
-6.4,ZINC000823548529
-4.8,ZINC000823572998
-6.6,ZINC000823594416
-6.3,ZINC000823605715
-6.3,ZINC000823606780
-5.8,ZINC000823705373
-6.2,ZINC000823715269
-6.3,ZINC000823726592
-6.1,ZINC000823726953
-6.1,ZINC000823861999
-6.3,ZINC000823974750
-6.3,ZINC000823974751
-6.6,ZINC000823981311
-5.8,ZINC000824151253
-6.4,ZINC000824177716
-6.2,ZINC000824297068
-6.0,ZINC000824300967
-6.4,ZINC000824316937
-6.4,ZINC000824317639
-6.6,ZINC000824321933
-6.7,ZINC000824510137
-6.6,ZINC000824510138
-6.1,ZINC000824677327
-6.7,ZINC000824733966
-6.7,ZINC000824733967
-7.0,ZINC000824733968
-6.3,ZINC000824733969
-5.8,ZINC000824852275
-6.4,ZINC000824898885
-6.4,ZINC000824899988
-6.0,ZINC000824915589
-6.0,ZINC000824917866
-6.2,ZINC000824919552
-6.1,ZINC000824919556
-6.2,ZINC000824919560
-5.8,ZINC000825236604
-6.8,ZINC000825237739
-6.6,ZINC000825404596
-6.3,ZINC000825692839
-6.6,ZINC000826033325
-6.1,ZINC000826233995
-6.4,ZINC000826241870
-6.1,ZINC000826247558
-6.2,ZINC000826247559
-6.2,ZINC000826247826
-6.6,ZINC000826247867
-6.1,ZINC000826248101
-6.7,ZINC000826248960
-6.5,ZINC000826249142
-6.8,ZINC000826249933
-6.3,ZINC000826250030
-6.4,ZINC000826250081
-6.5,ZINC000826250168
-6.3,ZINC000826251513
-6.5,ZINC000826252915
-6.1,ZINC000826258300
-6.5,ZINC000826290486
-6.4,ZINC000826290963
-6.3,ZINC000826299683
-6.5,ZINC000826308130
-6.5,ZINC000826317320
-5.8,ZINC000826322572
-6.3,ZINC000826322676
-6.2,ZINC000826324392
-5.8,ZINC000826329205
-6.6,ZINC000826330029
-6.2,ZINC000826332877
-6.0,ZINC000826337716
-6.0,ZINC000826342417
-6.8,ZINC000826366108
-6.0,ZINC000826376756
-6.4,ZINC000826391871
-6.5,ZINC000826392096
-6.2,ZINC000826393854
-6.4,ZINC000826396852
-6.2,ZINC000826396853
-6.2,ZINC000826398282
-6.7,ZINC000826399213
-6.8,ZINC000826399541
-6.3,ZINC000826401676
-6.3,ZINC000826413438
-5.8,ZINC000826413775
-6.0,ZINC000826413967
-6.4,ZINC000826413968
-6.5,ZINC000826414014
-6.6,ZINC000826421335
-6.5,ZINC000826422002
-4.8,ZINC000826422983
-6.0,ZINC000826423178
-6.3,ZINC000826423333
-6.4,ZINC000826424112
-5.6,ZINC000826424116
-6.3,ZINC000826424131
-6.4,ZINC000826424658
-6.3,ZINC000826425458
-6.5,ZINC000826425517
-5.5,ZINC000826432657
-5.9,ZINC000826432659
-6.7,ZINC000826432845
-6.2,ZINC000826433076
-6.4,ZINC000826433116
-6.1,ZINC000826435697
-5.4,ZINC000826442786
-6.1,ZINC000826442787
-6.7,ZINC000826444320
-6.6,ZINC000826444397
-6.4,ZINC000826444443
-6.3,ZINC000826451238
-6.1,ZINC000826452651
-6.0,ZINC000826453096
-6.2,ZINC000826453097
-5.9,ZINC000826453102
-6.3,ZINC000826454088
-5.8,ZINC000826456038
-6.4,ZINC000826456487
-5.9,ZINC000826456747
-6.5,ZINC000826457343
-6.5,ZINC000826459091
-6.1,ZINC000826466277
-6.3,ZINC000826469491
-6.1,ZINC000826470055
-6.3,ZINC000826470148
-6.3,ZINC000826470273
-6.6,ZINC000826470322
-6.4,ZINC000826472218
-5.9,ZINC000826472653
-6.1,ZINC000826472852
-6.0,ZINC000826473511
-6.1,ZINC000826473521
-6.0,ZINC000826473634
-6.5,ZINC000826473653
-5.9,ZINC000826473722
-6.3,ZINC000826473976
-5.9,ZINC000826474066
-5.6,ZINC000826474105
-5.7,ZINC000826474142
-6.0,ZINC000826474154
-5.5,ZINC000826474365
-5.9,ZINC000826474529
-6.5,ZINC000826474668
-6.6,ZINC000826474965
-6.6,ZINC000826475094
-6.4,ZINC000826475098
-6.1,ZINC000826475136
-6.3,ZINC000826475228
-6.3,ZINC000826475243
-6.7,ZINC000826475360
-6.6,ZINC000826478235
-6.5,ZINC000826478236
-6.3,ZINC000826478875
-6.1,ZINC000826479312
-6.4,ZINC000826479642
-6.9,ZINC000826479701
-6.2,ZINC000826479762
-6.2,ZINC000826479939
-6.5,ZINC000826480053
-6.0,ZINC000826480358
-6.6,ZINC000826480447
-6.6,ZINC000826481564
-6.3,ZINC000826482128
-6.2,ZINC000826482129
-6.1,ZINC000826482448
-7.1,ZINC000826482670
-6.6,ZINC000826482954
-6.7,ZINC000826483260
-6.9,ZINC000826483261
-6.8,ZINC000826483580
-6.0,ZINC000826483989
-6.4,ZINC000826484035
-5.8,ZINC000826484226
-6.3,ZINC000826486142
-6.1,ZINC000826486742
-6.5,ZINC000826494171
-6.4,ZINC000826495311
-6.0,ZINC000826496409
-6.2,ZINC000826501258
-6.0,ZINC000826501341
-6.7,ZINC000826501456
-6.1,ZINC000826501629
-6.0,ZINC000826511925
-5.9,ZINC000826511966
-6.4,ZINC000826518151
-6.4,ZINC000826519503
-6.6,ZINC000826519615
-6.4,ZINC000826522649
-6.6,ZINC000826524451
-5.8,ZINC000831593345
-6.5,ZINC000831741813
-6.1,ZINC000831749007
-6.1,ZINC000831813377
-6.6,ZINC000831858215
-6.2,ZINC000832662656
-5.9,ZINC000832662657
-6.4,ZINC000833156779
-6.2,ZINC000833158070
-6.9,ZINC000834318997
-6.1,ZINC000834466110
-6.2,ZINC000834714763
-6.7,ZINC000834714766
-6.5,ZINC000835167669
-6.4,ZINC000836733874
-6.3,ZINC000838571732
-6.4,ZINC000838997225
-6.7,ZINC000839004296
-6.2,ZINC000839630878
-6.3,ZINC000841120146
-6.8,ZINC000841121596
-6.3,ZINC000841242889
-6.5,ZINC000841321555
-6.0,ZINC000841330360
-6.7,ZINC000841331760
-6.0,ZINC000842038800
-6.0,ZINC000842215197
-6.8,ZINC000842264228
-6.3,ZINC000843043067
-6.3,ZINC000844121682
-6.0,ZINC000846221211
-7.1,ZINC000850439298
-6.1,ZINC000850443586
-6.1,ZINC000850701364
-6.3,ZINC000855711012
-6.5,ZINC000861761799
-6.3,ZINC000862189915
-6.2,ZINC000869121400
-6.1,ZINC000871601909
-6.8,ZINC000871602765
-6.1,ZINC000874183940
-6.1,ZINC000875047655
-7.0,ZINC000877866266
-6.2,ZINC000877866268
-6.0,ZINC000878057938
-6.2,ZINC000878748107
-6.3,ZINC000878748108
-6.0,ZINC000880069888
-6.0,ZINC000884067805
-6.7,ZINC000885017561
-6.5,ZINC000885024929
-6.2,ZINC000885024930
-6.3,ZINC000885135046
-6.1,ZINC000886983510
-6.3,ZINC000889709801
-6.5,ZINC000889724231
-6.2,ZINC000890331114
-6.6,ZINC000891096959
-6.6,ZINC000896333096
-6.1,ZINC000897046005
-6.4,ZINC000898176440
-6.2,ZINC000900889584
-6.9,ZINC000904369167
-6.5,ZINC000904691621
-6.0,ZINC000907165130
-6.0,ZINC000940667383
-6.4,ZINC000941002015
-6.0,ZINC000941495118
-6.6,ZINC000941495579
-6.6,ZINC000995371451
-6.7,ZINC000995372099
-5.6,ZINC001042367786
-5.1,ZINC001042367787
-6.6,ZINC001136976648
-6.7,ZINC001137481753
-6.9,ZINC001138562222
-6.9,ZINC001138562223
-7.0,ZINC001139897560
-6.7,ZINC001139897562
-7.4,ZINC001140031292
-6.6,ZINC001141145135
-7.4,ZINC001142757483
-7.0,ZINC001143472859
-6.8,ZINC001148631055
-7.2,ZINC001149136265
-7.1,ZINC001149484018
-7.2,ZINC001150754838
-7.3,ZINC001151073304
-7.0,ZINC001151100933
-6.5,ZINC001151950979
-6.2,ZINC001152044324
-6.6,ZINC001154626083
-6.3,ZINC001154626084
-6.5,ZINC001154626085
-6.5,ZINC001154626086
-7.0,ZINC001154671913
-7.0,ZINC001154680751
-6.9,ZINC001154682085
-6.6,ZINC001154940323
-7.1,ZINC001155397530
-7.2,ZINC001155517468
-7.5,ZINC001155518175
-6.4,ZINC001159240502
-6.7,ZINC001159549408
-6.8,ZINC001160126463
-6.4,ZINC001173797985
-6.2,ZINC001174876344
-6.6,ZINC001176429413
-6.4,ZINC001176433727
-6.2,ZINC001205763875
-6.4,ZINC001205793727
-6.8,ZINC001206107891
-6.7,ZINC001206107893
-6.1,ZINC001206261847
-6.0,ZINC001210818163
-6.5,ZINC001212112334
-6.9,ZINC001212112335
-5.8,ZINC001212796907
-6.3,ZINC001213318953
-6.3,ZINC001217515383
-6.6,ZINC001217515390
-6.9,ZINC001218244529
-6.9,ZINC001218244530
-6.5,ZINC001218663564
-6.5,ZINC001218663567
-6.6,ZINC001218990872
-6.4,ZINC001218997313
-6.6,ZINC001218998321
-6.6,ZINC001218998322
-6.2,ZINC001219021048
-6.6,ZINC001219032394
-6.3,ZINC001219032395
-6.2,ZINC001219076696
-6.4,ZINC001219428490
-6.2,ZINC001221250426
-5.5,ZINC001221250596
-5.3,ZINC001224271847
-6.0,ZINC001226234323
-6.4,ZINC001229490603
-7.0,ZINC001229490604
-6.5,ZINC001229490606
-6.2,ZINC001234513439
-6.3,ZINC001235924766
-6.9,ZINC001236089130
-7.3,ZINC001236175584
-7.1,ZINC001236247629
-6.6,ZINC001236251153
-7.1,ZINC001236332558
-7.0,ZINC001236337556
-7.2,ZINC001236342147
-7.2,ZINC001236343105
-7.1,ZINC001236343179
-7.3,ZINC001236352691
-7.2,ZINC001236352692
-7.1,ZINC001236473297
-6.8,ZINC001236474116
-6.9,ZINC001236476094
-6.0,ZINC001236570997
-6.0,ZINC001237346968
-7.0,ZINC001238881414
-5.8,ZINC001239093365
-6.6,ZINC001239093843
-5.7,ZINC001239102403
-6.6,ZINC001239820630
-7.1,ZINC001239823081
-7.0,ZINC001239907146
-7.0,ZINC001239907798
-6.9,ZINC001239907801
-7.1,ZINC001239908786
-7.1,ZINC001239909309
-7.1,ZINC001239909346
-7.1,ZINC001239910047
-6.9,ZINC001239910153
-6.9,ZINC001239910313
-7.1,ZINC001239910642
-7.2,ZINC001240045369
-7.3,ZINC001240047589
-7.2,ZINC001240047664
-7.2,ZINC001240048515
-7.5,ZINC001240048850
-7.1,ZINC001240049043
-6.2,ZINC001240056820
-6.9,ZINC001240075432
-7.3,ZINC001240075840
-7.0,ZINC001240075844
-6.9,ZINC001240076041
-7.3,ZINC001240076221
-7.2,ZINC001240076410
-6.8,ZINC001240076739
-7.4,ZINC001240076876
-6.9,ZINC001240076970
-7.0,ZINC001240077022
-7.3,ZINC001240077024
-6.4,ZINC001240077150
-6.8,ZINC001240077334
-6.8,ZINC001240077394
-7.1,ZINC001240077454
-6.9,ZINC001240077620
-6.9,ZINC001240077988
-6.2,ZINC001240112486
-7.3,ZINC001240113730
-6.7,ZINC001240114262
-6.7,ZINC001240115303
-6.9,ZINC001240115932
-6.5,ZINC001240468736
-6.7,ZINC001240546786
-6.7,ZINC001240547447
-6.0,ZINC001240550173
-6.8,ZINC001240550737
-6.2,ZINC001240811597
-6.5,ZINC001240812055
-6.2,ZINC001240812319
-7.6,ZINC001240815654
-6.5,ZINC001240817434
-6.7,ZINC001241359905
-6.7,ZINC001241522245
-6.4,ZINC001241621041
-7.2,ZINC001241674915
-6.4,ZINC001241964828
-6.1,ZINC001241968227
-6.6,ZINC001241968512
-6.8,ZINC001242021623
-7.2,ZINC001242026316
-7.0,ZINC001242089155
-7.2,ZINC001242249363
-7.1,ZINC001242326688
-6.9,ZINC001242328657
-6.9,ZINC001242505210
-6.5,ZINC001243027419
-6.8,ZINC001243027793
-7.3,ZINC001243028103
-6.8,ZINC001243029900
-6.7,ZINC001243644864
-6.5,ZINC001243645865
-6.8,ZINC001243648476
-7.0,ZINC001243975128
-7.6,ZINC001243993712
-7.1,ZINC001243993714
-7.4,ZINC001243993785
-6.8,ZINC001243995003
-6.9,ZINC001244014007
-7.0,ZINC001244235473
-6.1,ZINC001244237996
-7.0,ZINC001244312322
-7.0,ZINC001244314651
-6.2,ZINC001244315765
-6.9,ZINC001244317356
-6.8,ZINC001244317981
-6.5,ZINC001244318162
-7.2,ZINC001244380690
-7.1,ZINC001244382858
-7.0,ZINC001244383096
-7.1,ZINC001244383271
-6.5,ZINC001244643936
-6.3,ZINC001244644616
-6.5,ZINC001244803173
-6.8,ZINC001244803175
-7.0,ZINC001244803988
-6.5,ZINC001244805377
